DFS,12,1,344,0.6169,0
LowestCost,12,1,344,0.266,0
BFS,12,1,395,1286.53,121560
DFS,12,1,395,2.3465,0
LowestCost,12,1,395,0.4319,0
BFS,12,1,405,138.816,11928
DFS,12,1,405,1.4713,0
LowestCost,12,1,405,0.6642,0
BFS,12,1,279,3.5842,0
DFS,12,1,279,0.459,0
LowestCost,12,1,279,0.4775,0
BFS,12,1,373,500.857,50760
DFS,12,1,373,1.0693,0
LowestCost,12,1,373,0.9534,0
BFS,13,1,360,65.2188,4184
DFS,13,1,360,1.1299,0
LowestCost,13,1,360,0.8954,0
BFS,13,1,416,12.089,0
DFS,13,1,416,1.2599,0
LowestCost,13,1,416,0.2939,0
BFS,13,1,295,1897.08,163668
DFS,13,1,295,2.2555,0
LowestCost,13,1,295,0.4371,0
BFS,13,1,290,242.521,16788
DFS,13,1,290,1.2508,0
LowestCost,13,1,290,0.1745,0
BFS,13,1,219,254.185,17752
DFS,13,1,219,1.0097,0
LowestCost,13,1,219,0.2836,0
BFS,13,1,280,124.592,7336
DFS,13,1,280,1.575,0
LowestCost,13,1,280,0.7752,0
BFS,13,1,311,16019.8,1827784
DFS,13,1,311,1.3741,0
LowestCost,13,1,311,0.3272,0
BFS,13,1,270,56.1448,3132
DFS,13,1,270,0.9207,0
LowestCost,13,1,270,0.4409,0
BFS,13,1,452,1476.61,106384
DFS,13,1,452,2.8259,0
LowestCost,13,1,452,1.5749,0
BFS,13,1,327,844.628,68132
DFS,13,1,327,3.8616,0
LowestCost,13,1,327,1.5815,0
BFS,13,1,374,2155.74,203028
DFS,13,1,374,1.2636,0
LowestCost,13,1,374,0.7876,0
BFS,13,1,327,18.3155,0
DFS,13,1,327,0.9843,0
LowestCost,13,1,327,0.797,0
BFS,13,1,427,84.7071,5168
DFS,13,1,427,1.271,0
LowestCost,13,1,427,1.0898,0
BFS,13,1,252,339.392,23656
DFS,13,1,252,3.5825,0
LowestCost,13,1,252,1.5165,0
BFS,13,1,334,410.13,29276
DFS,13,1,334,2.3835,0
LowestCost,13,1,334,0.4425,0
BFS,13,1,309,87.0663,5596
DFS,13,1,309,3.5721,0
LowestCost,13,1,309,0.4912,0
BFS,13,1,417,836.11,58072
DFS,13,1,417,1.3492,0
LowestCost,13,1,417,1.1668,0
BFS,13,1,322,5278.12,491224
DFS,13,1,322,5.0872,0
LowestCost,13,1,322,0.8067,0
BFS,13,1,281,1077.51,81248
DFS,13,1,281,2.8792,0
LowestCost,13,1,281,0.3593,0
BFS,13,1,267,677.614,49360
DFS,13,1,267,1.9061,0
LowestCost,13,1,267,0.1633,0
BFS,14,1,343,123.982,6800
DFS,14,1,343,3.3995,0
LowestCost,14,1,343,1.0563,0
BFS,14,1,293,22300.8,1995344
